"","Well","Adjusted_Absorbance","Cell_Type","Dilution"
"1232","D2",35776.6666666667,"Diseased",1e+06
"1233","D3",40159.6666666667,"Diseased",5e+05
"1234","D4",24145.6666666667,"Diseased",250000
"1235","D5",20534.6666666667,"Diseased",125000
"1236","D6",17366.6666666667,"Diseased",62500
"1237","D7",11503.6666666667,"Diseased",31250
"1238","D8",7455.66666666667,"Diseased",15625
"1239","D9",8861.66666666667,"Diseased",7812.5
"1240","D10",5894.66666666667,"Diseased",3906.25
"1241","E1",52042.6666666667,"Diseased",2e+06
"1242","E2",25842.6666666667,"Diseased",1e+06
"1243","E3",33674.6666666667,"Diseased",5e+05
"1244","E4",29066.6666666667,"Diseased",250000
"1245","E5",24919.6666666667,"Diseased",125000
"1246","E6",10074.6666666667,"Diseased",62500
"1247","E7",9013.66666666667,"Diseased",31250
"1248","E8",7533.66666666667,"Diseased",15625
"1249","E9",3641.66666666667,"Diseased",7812.5
"1250","E10",7209.66666666667,"Diseased",3906.25
"1251","F1",63962.6666666667,"Diseased",2e+06
"1252","F2",32745.6666666667,"Diseased",1e+06
"1253","F3",46784.6666666667,"Diseased",5e+05
"1254","F4",32027.6666666667,"Diseased",250000
"1255","F5",25673.6666666667,"Diseased",125000
"1256","F6",9627.66666666667,"Diseased",62500
"1257","F7",5029.66666666667,"Diseased",31250
"1258","F8",7343.66666666667,"Diseased",15625
"1259","F9",2894.66666666667,"Diseased",7812.5
"1260","F10",6831.66666666667,"Diseased",3906.25
"1261","A1",81703.5,"Healthy",2e+06
"1262","A2",75806.5,"Healthy",1e+06
"1263","A3",84521.5,"Healthy",5e+05
"1264","A4",58618.5,"Healthy",250000
"1265","A5",36254.5,"Healthy",125000
"1266","A6",24165.5,"Healthy",62500
"1267","A7",18115.5,"Healthy",31250
"1268","A8",15467.5,"Healthy",15625
"1269","A9",36722.5,"Healthy",7812.5
"1270","A10",12291.5,"Healthy",3906.25
"1271","B1",89064.5,"Healthy",2e+06
"1272","B2",87395.5,"Healthy",1e+06
"1273","B3",82178.5,"Healthy",5e+05
"1274","B4",49946.5,"Healthy",250000
"1275","B5",31946.5,"Healthy",125000
"1276","B6",23304.5,"Healthy",62500
"1277","B7",17660.5,"Healthy",31250
"1278","B8",16038.5,"Healthy",15625
"1279","B9",12596.5,"Healthy",7812.5
"1280","B10",11425.5,"Healthy",3906.25
"1281","C1",85975.5,"Healthy",2e+06
"1282","C2",72558.5,"Healthy",1e+06
"1283","C3",67622.5,"Healthy",5e+05
"1284","C4",51601.5,"Healthy",250000
"1285","C5",29934.5,"Healthy",125000
"1286","C6",21739.5,"Healthy",62500
"1287","C7",16587.5,"Healthy",31250
"1288","C8",12155.5,"Healthy",15625
"1289","C9",11501.5,"Healthy",7812.5
"1290","C10",10998.5,"Healthy",3906.25
"1291","D1",55556.5,"Diseased",2e+06
"1292","D2",46647.5,"Diseased",1e+06
"1293","D3",47362.5,"Diseased",5e+05
"1294","D4",28345.5,"Diseased",250000
"1295","D5",14474.5,"Diseased",125000
"1296","D6",14707.5,"Diseased",62500
"1297","D7",10986.5,"Diseased",31250
"1298","D8",3270.5,"Diseased",15625
"1299","D9",4975.5,"Diseased",7812.5
"1300","D10",5504.5,"Diseased",3906.25
"1301","E1",54905.5,"Diseased",2e+06
"1302","E2",57646.5,"Diseased",1e+06
"1303","E3",36441.5,"Diseased",5e+05
"1304","E4",28870.5,"Diseased",250000
"1305","E5",20002.5,"Diseased",125000
"1306","E6",8878.5,"Diseased",62500
"1307","E7",7965.5,"Diseased",31250
"1308","E8",10778.5,"Diseased",15625
"1309","E9",6037.5,"Diseased",7812.5
"1310","E10",4511.5,"Diseased",3906.25
"1311","F1",72490.5,"Diseased",2e+06
"1312","F2",45880.5,"Diseased",1e+06
"1313","F3",38136.5,"Diseased",5e+05
"1314","F4",29985.5,"Diseased",250000
"1315","F5",12073.5,"Diseased",125000
"1316","F6",15471.5,"Diseased",62500
"1317","F7",9244.5,"Diseased",31250
"1318","F8",4915.5,"Diseased",15625
"1319","F9",8976.5,"Diseased",7812.5
"1320","F10",2295.5,"Diseased",3906.25
"1321","A1",60857.0833333333,"Healthy",2e+06
"1322","A2",50666.0833333333,"Healthy",1e+06
"1323","A3",46223.0833333333,"Healthy",5e+05
"1324","A4",29660.0833333333,"Healthy",250000
"1325","A5",19497.0833333333,"Healthy",125000
"1326","A6",16017.0833333333,"Healthy",62500
"1327","A7",12099.0833333333,"Healthy",31250
"1328","A8",9328.08333333333,"Healthy",15625
"1329","A9",9847.08333333333,"Healthy",7812.5
"1330","A10",14896.0833333333,"Healthy",3906.25
"1331","B1",52493.0833333333,"Healthy",2e+06
"1332","B2",50404.0833333333,"Healthy",1e+06
"1333","B3",54240.0833333333,"Healthy",5e+05
"1334","B4",31728.0833333333,"Healthy",250000
"1335","B5",22184.0833333333,"Healthy",125000
"1336","B6",15332.0833333333,"Healthy",62500
"1337","B7",19207.0833333333,"Healthy",31250
"1338","B8",11685.0833333333,"Healthy",15625
"1339","B9",11643.0833333333,"Healthy",7812.5
"1340","B10",10432.0833333333,"Healthy",3906.25
"1341","C1",43770.0833333333,"Healthy",2e+06
"1342","C2",53859.0833333333,"Healthy",1e+06
"1343","C3",42216.0833333333,"Healthy",5e+05
"1344","C4",25583.0833333333,"Healthy",250000
"1345","C5",18989.0833333333,"Healthy",125000
"1346","C6",14187.0833333333,"Healthy",62500
"1347","C7",13911.0833333333,"Healthy",31250
"1348","C8",9780.08333333333,"Healthy",15625
"1349","C9",10111.0833333333,"Healthy",7812.5
"1350","C10",10711.0833333333,"Healthy",3906.25
"1351","D1",25267.0833333333,"Diseased",2e+06
"1352","D2",16258.0833333333,"Diseased",1e+06
"1353","D3",16773.0833333333,"Diseased",5e+05
"1354","D4",8114.08333333333,"Diseased",250000
"1355","D5",6627.08333333333,"Diseased",125000
"1356","D6",6712.08333333333,"Diseased",62500
"1357","D7",5977.08333333333,"Diseased",31250
"1358","D8",4649.08333333333,"Diseased",15625
"1359","D9",4061.08333333333,"Diseased",7812.5
"1360","D10",1957.08333333333,"Diseased",3906.25
"1361","E1",36480.0833333333,"Diseased",2e+06
"1362","E2",16585.0833333333,"Diseased",1e+06
"1363","E3",9900.08333333333,"Diseased",5e+05
"1364","E4",4610.08333333333,"Diseased",250000
"1365","E5",3828.08333333333,"Diseased",125000
"1366","E6",3008.08333333333,"Diseased",62500
"1367","E7",5569.08333333333,"Diseased",31250
"1368","E8",31.0833333333321,"Diseased",15625
"1369","E9",2131.08333333333,"Diseased",7812.5
"1370","E10",856.083333333332,"Diseased",3906.25
"1371","F1",36797.0833333333,"Diseased",2e+06
"1372","F2",17547.0833333333,"Diseased",1e+06
"1373","F3",18486.0833333333,"Diseased",5e+05
"1374","F4",7222.08333333333,"Diseased",250000
"1375","F5",8949.08333333333,"Diseased",125000
"1376","F6",21700.0833333333,"Diseased",62500
"1377","F7",1136.08333333333,"Diseased",31250
"1378","F8",5857.08333333333,"Diseased",15625
"1379","F9",-1266.91666666667,"Diseased",7812.5
"1380","F10",1480.08333333333,"Diseased",3906.25
"1381","A1",59463.9166666667,"Healthy",2e+06
"1382","A2",35257.9166666667,"Healthy",1e+06
"1383","A3",27812.9166666667,"Healthy",5e+05
"1384","A4",21271.9166666667,"Healthy",250000
"1385","A5",11942.9166666667,"Healthy",125000
"1386","A6",7976.91666666667,"Healthy",62500
"1387","A7",6595.91666666667,"Healthy",31250
"1388","A8",5609.91666666667,"Healthy",15625
"1389","A9",6107.91666666667,"Healthy",7812.5
"1390","A10",5496.91666666667,"Healthy",3906.25
"1391","B1",76526.9166666667,"Healthy",2e+06
"1392","B2",78912.9166666667,"Healthy",1e+06
"1393","B3",87387.9166666667,"Healthy",5e+05
"1394","B4",63139.9166666667,"Healthy",250000
"1395","B5",42538.9166666667,"Healthy",125000
"1396","B6",33703.9166666667,"Healthy",62500
"1397","B7",24327.9166666667,"Healthy",31250
"1398","B8",16175.9166666667,"Healthy",15625
"1399","B9",11320.9166666667,"Healthy",7812.5
"1400","B10",8851.91666666667,"Healthy",3906.25
"1401","C1",85336.9166666667,"Healthy",2e+06
"1402","C2",75471.9166666667,"Healthy",1e+06
"1403","C3",82670.9166666667,"Healthy",5e+05
"1404","C4",61112.9166666667,"Healthy",250000
"1405","C5",43135.9166666667,"Healthy",125000
"1406","C6",29994.9166666667,"Healthy",62500
"1407","C7",21409.9166666667,"Healthy",31250
"1408","C8",11708.9166666667,"Healthy",15625
"1409","C9",7807.91666666667,"Healthy",7812.5
"1410","C10",7875.91666666667,"Healthy",3906.25
"1411","D1",27269.9166666667,"Diseased",2e+06
"1412","D2",31587.9166666667,"Diseased",1e+06
"1413","D3",26936.9166666667,"Diseased",5e+05
"1414","D4",12269.9166666667,"Diseased",250000
"1415","D5",9918.91666666667,"Diseased",125000
"1416","D6",11630.9166666667,"Diseased",62500
"1417","D7",1711.91666666667,"Diseased",31250
"1418","D8",-1984.08333333333,"Diseased",15625
"1419","D9",-2665.08333333333,"Diseased",7812.5
"1420","D10",1046.91666666667,"Diseased",3906.25
"1421","E1",56094.9166666667,"Diseased",2e+06
"1422","E2",32007.9166666667,"Diseased",1e+06
"1423","E3",21075.9166666667,"Diseased",5e+05
"1424","E4",12738.9166666667,"Diseased",250000
"1425","E5",16584.9166666667,"Diseased",125000
"1426","E6",3048.91666666667,"Diseased",62500
"1427","E7",-631.083333333332,"Diseased",31250
"1428","E8",-2088.08333333333,"Diseased",15625
"1429","E9",-2623.08333333333,"Diseased",7812.5
"1430","E10",-527.083333333332,"Diseased",3906.25
"1431","F1",48824.9166666667,"Diseased",2e+06
"1432","F2",44869.9166666667,"Diseased",1e+06
"1433","F3",30731.9166666667,"Diseased",5e+05
"1434","F4",37215.9166666667,"Diseased",250000
"1435","F5",19617.9166666667,"Diseased",125000
"1436","F6",20724.9166666667,"Diseased",62500
"1437","F7",10869.9166666667,"Diseased",31250
"1438","F8",1268.91666666667,"Diseased",15625
"1439","F9",-625.083333333332,"Diseased",7812.5
"1440","F10",-6990.08333333333,"Diseased",3906.25
"1441","A1",26107.3333333333,"Healthy",2e+06
"1442","A2",17415.3333333333,"Healthy",1e+06
"1443","A3",11331.3333333333,"Healthy",5e+05
"1444","A4",6209.33333333333,"Healthy",250000
"1445","A5",5646.33333333333,"Healthy",125000
"1446","A6",3762.33333333333,"Healthy",62500
"1447","A7",2744.33333333333,"Healthy",31250
"1448","A8",2273.33333333333,"Healthy",15625
"1449","A9",3136.33333333333,"Healthy",7812.5
"1450","A10",2246.33333333333,"Healthy",3906.25
"1451","B1",30144.3333333333,"Healthy",2e+06
"1452","B2",25435.3333333333,"Healthy",1e+06
"1453","B3",19387.3333333333,"Healthy",5e+05
"1454","B4",14263.3333333333,"Healthy",250000
"1455","B5",6606.33333333333,"Healthy",125000
"1456","B6",4303.33333333333,"Healthy",62500
"1457","B7",3244.33333333333,"Healthy",31250
"1458","B8",2365.33333333333,"Healthy",15625
"1459","B9",2349.33333333333,"Healthy",7812.5
"1460","B10",1896.33333333333,"Healthy",3906.25
"1461","C1",36518.3333333333,"Healthy",2e+06
"1462","C2",26291.3333333333,"Healthy",1e+06
"1463","C3",22175.3333333333,"Healthy",5e+05
"1464","C4",15298.3333333333,"Healthy",250000
"1465","C5",4077.33333333333,"Healthy",125000
"1466","C6",4205.33333333333,"Healthy",62500
"1467","C7",3334.33333333333,"Healthy",31250
"1468","C8",2208.33333333333,"Healthy",15625
"1469","C9",2164.33333333333,"Healthy",7812.5
"1470","C10",1857.33333333333,"Healthy",3906.25
"1471","D1",17114.3333333333,"Diseased",2e+06
"1472","D2",7904.33333333333,"Diseased",1e+06
"1473","D3",8125.33333333333,"Diseased",5e+05
"1474","D4",1572.33333333333,"Diseased",250000
"1475","D5",359.333333333334,"Diseased",125000
"1476","D6",632.333333333334,"Diseased",62500
"1477","D7",262.333333333334,"Diseased",31250
"1478","D8",-1362.66666666667,"Diseased",15625
"1479","D9",-693.666666666666,"Diseased",7812.5
"1480","D10",-1793.66666666667,"Diseased",3906.25
"1481","E1",22393.3333333333,"Diseased",2e+06
"1482","E2",5989.33333333333,"Diseased",1e+06
"1483","E3",7209.33333333333,"Diseased",5e+05
"1484","E4",1556.33333333333,"Diseased",250000
"1485","E5",-818.666666666666,"Diseased",125000
"1486","E6",-1497.66666666667,"Diseased",62500
"1487","E7",-1359.66666666667,"Diseased",31250
"1488","E8",-1923.66666666667,"Diseased",15625
"1489","E9",-1112.66666666667,"Diseased",7812.5
"1490","E10",-2487.66666666667,"Diseased",3906.25
"1491","F1",18138.3333333333,"Diseased",2e+06
"1492","F2",9612.33333333333,"Diseased",1e+06
"1493","F3",4480.33333333333,"Diseased",5e+05
"1494","F4",4726.33333333333,"Diseased",250000
"1495","F5",1194.33333333333,"Diseased",125000
"1496","F6",-702.666666666666,"Diseased",62500
"1497","F7",1257.33333333333,"Diseased",31250
"1498","F8",-2576.66666666667,"Diseased",15625
"1499","F9",-2155.66666666667,"Diseased",7812.5
"1500","F10",-2411.66666666667,"Diseased",3906.25
"1501","A1",11347.5,"Healthy",2e+06
"1502","A2",4958.5,"Healthy",1e+06
"1503","A3",1683.5,"Healthy",5e+05
"1504","A4",-3706.5,"Healthy",250000
"1505","A5",-3406.5,"Healthy",125000
"1506","A6",-6499.5,"Healthy",62500
"1507","A7",-8853.5,"Healthy",31250
"1508","A8",-8365.5,"Healthy",15625
"1509","A9",-8957.5,"Healthy",7812.5
"1510","A10",-10700.5,"Healthy",3906.25
"1511","B1",22893.5,"Healthy",2e+06
"1512","B2",3577.5,"Healthy",1e+06
"1513","B3",-1675.5,"Healthy",5e+05
"1514","B4",-4100.5,"Healthy",250000
"1515","B5",-5493.5,"Healthy",125000
"1516","B6",-6370.5,"Healthy",62500
"1517","B7",-7546.5,"Healthy",31250
"1518","B8",-10322.5,"Healthy",15625
"1519","B9",-306.5,"Healthy",7812.5
"1520","B10",-7874.5,"Healthy",3906.25
"1521","C1",17841.5,"Healthy",2e+06
"1522","C2",15388.5,"Healthy",1e+06
"1523","C3",11165.5,"Healthy",5e+05
"1524","C4",5860.5,"Healthy",250000
"1525","C5",-905.5,"Healthy",125000
"1526","C6",-6593.5,"Healthy",62500
"1527","C7",-7582.5,"Healthy",31250
"1528","C8",5533.5,"Healthy",15625
"1529","C9",291.5,"Healthy",7812.5
"1530","C10",1973.5,"Healthy",3906.25
"1531","D1",10769.5,"Diseased",2e+06
"1532","D2",12439.5,"Diseased",1e+06
"1533","D3",8208.5,"Diseased",5e+05
"1534","D4",7988.5,"Diseased",250000
"1535","D5",-1959.5,"Diseased",125000
"1536","D6",12019.5,"Diseased",62500
"1537","D7",-2954.5,"Diseased",31250
"1538","D8",-4132.5,"Diseased",15625
"1539","D9",-4428.5,"Diseased",7812.5
"1540","D10",-1319.5,"Diseased",3906.25
"1541","E1",14977.5,"Diseased",2e+06
"1542","E2",71742.5,"Diseased",1e+06
"1543","E3",72403.5,"Diseased",5e+05
"1544","E4",9832.5,"Diseased",250000
"1545","E5",4737.5,"Diseased",125000
"1546","E6",12938.5,"Diseased",62500
"1547","E7",8107.5,"Diseased",31250
"1548","E8",-1482.5,"Diseased",15625
"1549","E9",-5550.5,"Diseased",7812.5
"1550","E10",-8288.5,"Diseased",3906.25
"1551","F1",15840.5,"Diseased",2e+06
"1552","F2",9357.5,"Diseased",1e+06
"1553","F3",9481.5,"Diseased",5e+05
"1554","F4",3911.5,"Diseased",250000
"1555","F5",216.5,"Diseased",125000
"1556","F6",-3426.5,"Diseased",62500
"1557","F7",-3934.5,"Diseased",31250
"1558","F8",-6090.5,"Diseased",15625
"1559","F9",-5864.5,"Diseased",7812.5
"1560","F10",-6008.5,"Diseased",3906.25
"1561","A1",62133.9166666667,"Healthy",2e+06
"1562","A2",45281.9166666667,"Healthy",1e+06
"1563","A3",107348.916666667,"Healthy",5e+05
"1564","A4",64985.9166666667,"Healthy",250000
"1565","A5",100651.916666667,"Healthy",125000
"1566","A6",30360.9166666667,"Healthy",62500
"1567","A7",22833.9166666667,"Healthy",31250
"1568","A8",19658.9166666667,"Healthy",15625
"1569","A9",16741.9166666667,"Healthy",7812.5
"1570","A10",14970.9166666667,"Healthy",3906.25
"1571","B1",61809.9166666667,"Healthy",2e+06
"1572","B2",60619.9166666667,"Healthy",1e+06
"1573","B3",78030.9166666667,"Healthy",5e+05
"1574","B4",68821.9166666667,"Healthy",250000
"1575","B5",34285.9166666667,"Healthy",125000
"1576","B6",23456.9166666667,"Healthy",62500
"1577","B7",19969.9166666667,"Healthy",31250
"1578","B8",14905.9166666667,"Healthy",15625
"1579","B9",12406.9166666667,"Healthy",7812.5
"1580","B10",10922.9166666667,"Healthy",3906.25
"1581","C1",60013.9166666667,"Healthy",2e+06
"1582","C2",59046.9166666667,"Healthy",1e+06
"1583","C3",59033.9166666667,"Healthy",5e+05
"1584","C4",210131.916666667,"Healthy",250000
"1585","C5",31297.9166666667,"Healthy",125000
"1586","C6",23346.9166666667,"Healthy",62500
"1587","C7",18417.9166666667,"Healthy",31250
"1588","C8",13556.9166666667,"Healthy",15625
"1589","C9",10556.9166666667,"Healthy",7812.5
"1590","C10",11037.9166666667,"Healthy",3906.25
"1591","D1",52485.9166666667,"Diseased",2e+06
"1592","D2",33887.9166666667,"Diseased",1e+06
"1593","D3",28712.9166666667,"Diseased",5e+05
"1594","D4",27534.9166666667,"Diseased",250000
"1595","D5",9211.91666666667,"Diseased",125000
"1596","D6",15074.9166666667,"Diseased",62500
"1597","D7",4696.91666666667,"Diseased",31250
"1598","D8",6658.91666666667,"Diseased",15625
"1599","D9",576.916666666668,"Diseased",7812.5
"1600","D10",5489.91666666667,"Diseased",3906.25
"1601","E1",43576.9166666667,"Diseased",2e+06
"1602","E2",44267.9166666667,"Diseased",1e+06
"1603","E3",37185.9166666667,"Diseased",5e+05
"1604","E4",24903.9166666667,"Diseased",250000
"1605","E5",18240.9166666667,"Diseased",125000
"1606","E6",5810.91666666667,"Diseased",62500
"1607","E7",10128.9166666667,"Diseased",31250
"1608","E8",5677.91666666667,"Diseased",15625
"1609","E9",4114.91666666667,"Diseased",7812.5
"1610","E10",7148.91666666667,"Diseased",3906.25
"1611","F1",45885.9166666667,"Diseased",2e+06
"1612","F2",36514.9166666667,"Diseased",1e+06
"1613","F3",36693.9166666667,"Diseased",5e+05
"1614","F4",93269.9166666667,"Diseased",250000
"1615","F5",15878.9166666667,"Diseased",125000
"1616","F6",17373.9166666667,"Diseased",62500
"1617","F7",8499.91666666667,"Diseased",31250
"1618","F8",9150.91666666667,"Diseased",15625
"1619","F9",8720.91666666667,"Diseased",7812.5
"1620","F10",8267.91666666667,"Diseased",3906.25
"1621","A1",119838.083333333,"Healthy",2e+06
"1622","A2",121546.083333333,"Healthy",1e+06
"1623","A3",75599.0833333333,"Healthy",5e+05
"1624","A4",61286.0833333333,"Healthy",250000
"1625","A5",41570.0833333333,"Healthy",125000
"1626","A6",34214.0833333333,"Healthy",62500
"1627","A7",27289.0833333333,"Healthy",31250
"1628","A8",24981.0833333333,"Healthy",15625
"1629","A9",24750.0833333333,"Healthy",7812.5
"1630","A10",20570.0833333333,"Healthy",3906.25
"1631","B1",165694.083333333,"Healthy",2e+06
"1632","B2",103573.083333333,"Healthy",1e+06
"1633","B3",85992.0833333333,"Healthy",5e+05
"1634","B4",56563.0833333333,"Healthy",250000
"1635","B5",41566.0833333333,"Healthy",125000
"1636","B6",33839.0833333333,"Healthy",62500
"1637","B7",27305.0833333333,"Healthy",31250
"1638","B8",24057.0833333333,"Healthy",15625
"1639","B9",21789.0833333333,"Healthy",7812.5
"1640","B10",22152.0833333333,"Healthy",3906.25
"1641","C1",103833.083333333,"Healthy",2e+06
"1642","C2",99922.0833333333,"Healthy",1e+06
"1643","C3",78706.0833333333,"Healthy",5e+05
"1644","C4",56240.0833333333,"Healthy",250000
"1645","C5",41435.0833333333,"Healthy",125000
"1646","C6",30646.0833333333,"Healthy",62500
"1647","C7",27935.0833333333,"Healthy",31250
"1648","C8",23294.0833333333,"Healthy",15625
"1649","C9",21048.0833333333,"Healthy",7812.5
"1650","C10",21148.0833333333,"Healthy",3906.25
"1651","D1",119680.083333333,"Diseased",2e+06
"1652","D2",96374.0833333333,"Diseased",1e+06
"1653","D3",51559.0833333333,"Diseased",5e+05
"1654","D4",40477.0833333333,"Diseased",250000
"1655","D5",30448.0833333333,"Diseased",125000
"1656","D6",21329.0833333333,"Diseased",62500
"1657","D7",19889.0833333333,"Diseased",31250
"1658","D8",14407.0833333333,"Diseased",15625
"1659","D9",14689.0833333333,"Diseased",7812.5
"1660","D10",13984.0833333333,"Diseased",3906.25
"1661","E1",108878.083333333,"Diseased",2e+06
"1662","E2",74602.0833333333,"Diseased",1e+06
"1663","E3",51686.0833333333,"Diseased",5e+05
"1664","E4",34790.0833333333,"Diseased",250000
"1665","E5",24013.0833333333,"Diseased",125000
"1666","E6",24416.0833333333,"Diseased",62500
"1667","E7",20336.0833333333,"Diseased",31250
"1668","E8",13326.0833333333,"Diseased",15625
"1669","E9",15798.0833333333,"Diseased",7812.5
"1670","E10",11477.0833333333,"Diseased",3906.25
"1671","F1",141477.083333333,"Diseased",2e+06
"1672","F2",67350.0833333333,"Diseased",1e+06
"1673","F3",60724.0833333333,"Diseased",5e+05
"1674","F4",33516.0833333333,"Diseased",250000
"1675","F5",28228.0833333333,"Diseased",125000
"1676","F6",20682.0833333333,"Diseased",62500
"1677","F7",23273.0833333333,"Diseased",31250
"1678","F8",20457.0833333333,"Diseased",15625
"1679","F9",19466.0833333333,"Diseased",7812.5
"1680","F10",15786.0833333333,"Diseased",3906.25
"1681","A1",46614.0833333333,"Healthy",2e+06
"1682","A2",44902.0833333333,"Healthy",1e+06
"1683","A3",40251.0833333333,"Healthy",5e+05
"1684","A4",26917.0833333333,"Healthy",250000
"1685","A5",17337.0833333333,"Healthy",125000
"1686","A6",10315.0833333333,"Healthy",62500
"1687","A7",5629.08333333333,"Healthy",31250
"1688","A8",5660.08333333333,"Healthy",15625
"1689","A9",3608.08333333333,"Healthy",7812.5
"1690","A10",1400.08333333333,"Healthy",3906.25
"1691","B1",71907.0833333333,"Healthy",2e+06
"1692","B2",43932.0833333333,"Healthy",1e+06
"1693","B3",31295.0833333333,"Healthy",5e+05
"1694","B4",23417.0833333333,"Healthy",250000
"1695","B5",13772.0833333333,"Healthy",125000
"1696","B6",10996.0833333333,"Healthy",62500
"1697","B7",6589.08333333333,"Healthy",31250
"1698","B8",3002.08333333333,"Healthy",15625
"1699","B9",1948.08333333333,"Healthy",7812.5
"1700","B10",1872.08333333333,"Healthy",3906.25
"1701","C1",47176.0833333333,"Healthy",2e+06
"1702","C2",38912.0833333333,"Healthy",1e+06
"1703","C3",32296.0833333333,"Healthy",5e+05
"1704","C4",27029.0833333333,"Healthy",250000
"1705","C5",11144.0833333333,"Healthy",125000
"1706","C6",8052.08333333333,"Healthy",62500
"1707","C7",5632.08333333333,"Healthy",31250
"1708","C8",2528.08333333333,"Healthy",15625
"1709","C9",1670.08333333333,"Healthy",7812.5
"1710","C10",1344.08333333333,"Healthy",3906.25
"1711","D1",56473.0833333333,"Diseased",2e+06
"1712","D2",32939.0833333333,"Diseased",1e+06
"1713","D3",27571.0833333333,"Diseased",5e+05
"1714","D4",16536.0833333333,"Diseased",250000
"1715","D5",6433.08333333333,"Diseased",125000
"1716","D6",-923.916666666666,"Diseased",62500
"1717","D7",251.083333333334,"Diseased",31250
"1718","D8",-2232.91666666667,"Diseased",15625
"1719","D9",-12161.9166666667,"Diseased",7812.5
"1720","D10",-529.916666666666,"Diseased",3906.25
"1721","E1",61266.0833333333,"Diseased",2e+06
"1722","E2",43120.0833333333,"Diseased",1e+06
"1723","E3",28859.0833333333,"Diseased",5e+05
"1724","E4",11838.0833333333,"Diseased",250000
"1725","E5",6124.08333333333,"Diseased",125000
"1726","E6",1917.08333333333,"Diseased",62500
"1727","E7",8.08333333333394,"Diseased",31250
"1728","E8",-1436.91666666667,"Diseased",15625
"1729","E9",-11994.9166666667,"Diseased",7812.5
"1730","E10",6399.08333333333,"Diseased",3906.25
"1731","F1",39029.0833333333,"Diseased",2e+06
"1732","F2",33049.0833333333,"Diseased",1e+06
"1733","F3",23317.0833333333,"Diseased",5e+05
"1734","F4",11253.0833333333,"Diseased",250000
"1735","F5",6458.08333333333,"Diseased",125000
"1736","F6",1030.08333333333,"Diseased",62500
"1737","F7",1449.08333333333,"Diseased",31250
"1738","F8",-1218.91666666667,"Diseased",15625
"1739","F9",-11888.9166666667,"Diseased",7812.5
"1740","F10",-1233.91666666667,"Diseased",3906.25
"1741","A1",78136.75,"Healthy",2e+06
"1742","A2",41966.75,"Healthy",1e+06
"1743","A3",31030.75,"Healthy",5e+05
"1744","A4",25670.75,"Healthy",250000
"1745","A5",14868.75,"Healthy",125000
"1746","A6",13391.75,"Healthy",62500
"1747","A7",9168.75,"Healthy",31250
"1748","A8",10346.75,"Healthy",15625
"1749","A9",7965.75,"Healthy",7812.5
"1750","A10",7181.75,"Healthy",3906.25
"1751","B1",70325.75,"Healthy",2e+06
"1752","B2",39970.75,"Healthy",1e+06
"1753","B3",29754.75,"Healthy",5e+05
"1754","B4",21749.75,"Healthy",250000
"1755","B5",12526.75,"Healthy",125000
"1756","B6",10698.75,"Healthy",62500
"1757","B7",8550.75,"Healthy",31250
"1758","B8",8716.75,"Healthy",15625
"1759","B9",6491.75,"Healthy",7812.5
"1760","B10",6872.75,"Healthy",3906.25
"1761","C1",45783.75,"Healthy",2e+06
"1762","C2",41872.75,"Healthy",1e+06
"1763","C3",27342.75,"Healthy",5e+05
"1764","C4",19976.75,"Healthy",250000
"1765","C5",12766.75,"Healthy",125000
"1766","C6",9674.75,"Healthy",62500
"1767","C7",8386.75,"Healthy",31250
"1768","C8",6926.75,"Healthy",15625
"1769","C9",7300.75,"Healthy",7812.5
"1770","C10",7007.75,"Healthy",3906.25
"1771","D1",37121.75,"Diseased",2e+06
"1772","D2",26269.75,"Diseased",1e+06
"1773","D3",24098.75,"Diseased",5e+05
"1774","D4",16556.75,"Diseased",250000
"1775","D5",8611.75,"Diseased",125000
"1776","D6",5718.75,"Diseased",62500
"1777","D7",3992.75,"Diseased",31250
"1778","D8",4841.75,"Diseased",15625
"1779","D9",2167.75,"Diseased",7812.5
"1780","D10",2879.75,"Diseased",3906.25
"1781","E1",37240.75,"Diseased",2e+06
"1782","E2",26902.75,"Diseased",1e+06
"1783","E3",22749.75,"Diseased",5e+05
"1784","E4",11576.75,"Diseased",250000
"1785","E5",8653.75,"Diseased",125000
"1786","E6",4569.75,"Diseased",62500
"1787","E7",5106.75,"Diseased",31250
"1788","E8",2538.75,"Diseased",15625
"1789","E9",5449.75,"Diseased",7812.5
"1790","E10",2406.75,"Diseased",3906.25
"1791","F1",36722.75,"Diseased",2e+06
"1792","F2",32267.75,"Diseased",1e+06
"1793","F3",-4288.25,"Diseased",5e+05
"1794","F4",17367.75,"Diseased",250000
"1795","F5",8050.75,"Diseased",125000
"1796","F6",6646.75,"Diseased",62500
"1797","F7",5869.75,"Diseased",31250
"1798","F8",6072.75,"Diseased",15625
"1799","F9",4828.75,"Diseased",7812.5
"1800","F10",5783.75,"Diseased",3906.25
"1801","A1",85853.4166666667,"Healthy",2e+06
"1802","A2",104243.416666667,"Healthy",1e+06
"1803","A3",79715.4166666667,"Healthy",5e+05
"1804","A4",57407.4166666667,"Healthy",250000
"1805","A5",38147.4166666667,"Healthy",125000
"1806","A6",30151.4166666667,"Healthy",62500
"1807","A7",23155.4166666667,"Healthy",31250
"1808","A8",20367.4166666667,"Healthy",15625
"1809","A9",18483.4166666667,"Healthy",7812.5
"1810","A10",17563.4166666667,"Healthy",3906.25
